video,frame,imagem,rede1,rede2,rede3
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 12150.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 13125.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 14375.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 15325.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 172600.jpg,Duto,Evento,Reparo
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 180450.jpg,Duto,Evento,Reparo
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 212275.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 23200.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 25900.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 28250.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 30875.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 8025.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 8775.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 99800.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 170450.jpg,Duto,Evento,Sucata
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 19500.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 24575.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 25200.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 27550.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 28950.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 31375.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 33275.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 338750.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 341025.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 342775.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 345450.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 345950.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 348625.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 349775.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 353125.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 36625.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 36700.jpg,Duto,Evento,Flange
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 104310.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 111960.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 115380.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 116010.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 129750.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 130050.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 130380.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 131040.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 131370.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 131730.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 134970.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 135390.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 135810.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 137520.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 142980.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 36360.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 38010.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 61830.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 71640.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 71790.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 72510.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 76470.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 77160.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 81810.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 84990.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 87210.jpg,Nada,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 103906.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 104026.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 113886.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 114755.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 115385.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 116104.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 130400.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 130939.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 137323.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 23497.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 28921.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 37193.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 40939.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 41119.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 45195.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 46783.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 47443.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 58202.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 59341.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 60869.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 63057.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 75734.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 75794.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 82747.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 8422.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 96414.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 100579.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 101508.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 102438.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 29071.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 34615.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 3836.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 38871.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 44625.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 50919.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 51339.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 51938.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 56374.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 59580.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 6593.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 75644.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 76124.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 79451.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 84695.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 86943.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 88621.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 9471.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 95544.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 95574.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 99441.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 99860.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 102887.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 105584.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 45884.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 52298.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 57872.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 58172.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 58831.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 60899.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 61798.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 101568.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 108372.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 24965.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 83586.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 83886.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 86793.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 101718.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 82058.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 95035.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 96144.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 13337.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 14416.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 14745.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 24935.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 30450.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 31019.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 38062.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 6204.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 62787.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 64765.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 70430.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 71059.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 71479.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 89371.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 64046.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 91858.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 93327.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 93566.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 112507.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 38511.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 54186.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 56104.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 56673.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 61708.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 66623.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 114995.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 115385.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 118472.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 123716.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 63027.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 63177.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 65065.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 70370.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 71299.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 71838.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 81189.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 81758.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 11269.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 26973.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 27722.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 390.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 75974.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 76154.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 77922.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 121259.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 122098.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 125994.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 5784.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 89610.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 98152.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 103217.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 109091.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 115235.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 127073.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 134056.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 136933.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 136993.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 36923.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 65724.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 6623.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 67493.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 67852.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 70250.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 94855.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 11958.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 1648.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 16573.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 6444.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 10340.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 10430.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 12527.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 14745.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 14835.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 15045.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 17383.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 18402.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 40190.jpg,Confuso,-,-
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 55085.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 73876.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 75135.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 77982.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 82418.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 83077.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 83497.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_5.MPG FRAME 7475.jpg,Confuso,-,-
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_5.MPG FRAME 7625.jpg,Confuso,-,-
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 10400.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 10975.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 11050.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 11575.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 1175.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 2650.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 425.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 5175.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--07-11-2009 OS-1545-2009 inspecaoNoDano.mpg FRAME 6525.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--18-02-10 OS-2728 PIDF1 do GL MSP-MA-01 X P-08 part.1.wmv FRAME 108400.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--18-02-10 OS-2728 PIDF1 do GL MSP-MA-01 X P-08 part.1.wmv FRAME 11650.jpg,Duto,Nao_Evento,-
-,-,F0B-OS-1545-1699-2728--18-02-10 OS-2728 PIDF1 do GL MSP-MA-01 X P-08 part.1.wmv FRAME 119550.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--18-02-10 OS-2728 PIDF1 do GL MSP-MA-01 X P-08 part.1.wmv FRAME 130575.jpg,Duto,Evento,Enterramento
-,-,F0B-OS-1545-1699-2728--18-02-10 OS-2728 PIDF1 do GL MSP-MA-01 X P-08 part.1.wmv FRAME 14150.jpg,Duto,Nao_Evento,-
