video,frame,imagem,rede1,rede2,rede3
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 16625.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 169725.jpg,Duto,Evento,Sucata
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 17600.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 179325.jpg,Duto,Evento,Cruzamento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 179850.jpg,Duto,Evento,Cruzamento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 179975.jpg,Duto,Evento,Cruzamento
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 18775.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 20125.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 24575.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 26875.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 29575.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 31825.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 336825.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 340425.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 341225.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 342675.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 342975.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 343950.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 344425.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 344450.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 34650.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 346575.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 347425.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 350350.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 351775.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 352950.jpg,Duto,Evento,Anodo
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 36400.jpg,Duto,Evento,Flange
-,-,F0A-DVD2940-2--PIDF-1 IA P-56 - MLS-161 02 de 02.wmv FRAME 381625.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 112410.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 117330.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 121860.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 122100.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 123480.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 124020.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 129480.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 130260.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 138690.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 143460.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 149970.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 151560.jpg,Duto,Evento,Dano
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 35520.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 482070.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 59700.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 71640.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 75210.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 81720.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3645--OS-1252-2012.wmv FRAME 83460.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 111399.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 111698.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 114755.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 128811.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 20889.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 25295.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 25385.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 30300.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 34316.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 35544.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 46663.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 49870.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 53227.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 55534.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 55684.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 56913.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 59970.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 7522.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 75824.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 82507.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 82957.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 84336.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 85504.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 98901.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 10609.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 108821.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 108881.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 110889.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 117842.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 14026.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 14505.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 16573.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 18791.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 20320.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 22448.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 34196.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 35155.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 40310.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 43067.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 44296.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 60480.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 61798.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 64046.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 7373.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 74655.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 7942.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 79540.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 79870.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 80859.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 85325.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 87243.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 91469.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 93357.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 95335.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 96773.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 101718.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 104625.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 108641.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 43816.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 52268.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 56074.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 59101.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 59221.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 59371.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 104565.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 109061.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 11269.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 2188.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 23377.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 25115.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 84605.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 101239.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 76184.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 77053.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 77233.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 77413.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 95425.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 96863.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 21069.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 25714.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 27303.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 27632.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 30030.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 6653.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 85115.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 90390.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 49121.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 64136.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 76154.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 85085.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 87692.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 91469.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 106663.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 111578.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 55654.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 69261.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 70010.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 101329.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 101988.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 105554.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 108492.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 120030.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 49750.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 51668.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 54605.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 63177.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 82478.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 150.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 22298.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 28771.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 76064.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 78581.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 123267.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 123866.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 124046.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 102587.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 109091.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 123956.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 127762.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 128302.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 129231.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 131898.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 36324.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 37762.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 37912.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 65275.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 66863.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 70579.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 74086.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 77922.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 94825.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 10100.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 11898.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 14595.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 15465.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 15974.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 16933.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 2128.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 8721.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 13996.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 19361.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 20739.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 20799.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 22118.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 23317.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 23467.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 23796.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 27153.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 30120.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 30629.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 3177.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 37972.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 44535.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 58891.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 69231.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 79301.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 81578.jpg,Duto,Evento,Dano
