video,frame,imagem,rede1,rede2,rede3
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 152128.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 160729.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 161808.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 164206.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 173167.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 178202.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 178232.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 178501.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 180689.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 192408.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 192498.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 192767.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 193277.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 194775.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 197143.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 200200.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 210180.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 214615.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 216444.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 217283.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 217552.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 219620.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 221389.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 24006.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 27303.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 28891.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 38122.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 39980.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 40430.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 42078.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 44026.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 45015.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 55654.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 59790.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 62188.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 96923.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte1.mpg FRAME 97792.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 10999.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 12318.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 14685.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 15045.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 160190.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 160549.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 161868.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 1768.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 17682.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 17922.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 215964.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 21608.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 22208.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 22268.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 2308.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 23347.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 29341.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 31199.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 3177.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 32547.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 36414.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 39620.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 42857.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 46004.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 46663.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 48941.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 55325.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 57782.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 6264.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 64496.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 66893.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 66953.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 74565.jpg,Duto,Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 78252.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 79750.jpg,Duto,Nao_Evento,-
-,-,CIMRL10-676_OK--PIDF-1 PO MRL-021_parte2.mpg FRAME 82118.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 101750.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 103900.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 104525.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 105850.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 110775.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 115025.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 115825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 118350.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 123775.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 125800.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 127125.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 12850.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 130500.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 133125.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 134825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 138175.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 140000.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 143125.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 144150.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 145900.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 150425.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 150450.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 15200.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 153900.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 15400.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 155025.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 155450.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 156550.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 157725.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 158000.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 158425.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 16225.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 162425.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 162575.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 165450.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 16625.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 173650.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 178975.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 18075.jpg,Confuso,-,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 181100.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 181200.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 182900.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 185750.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 186500.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 187200.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 189800.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 19100.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 192775.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 193100.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 195325.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 197825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 201825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 204350.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 205475.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 207750.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 208550.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 209275.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 209875.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 210575.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 217825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 219625.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 220300.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 220600.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 234375.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 244575.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 244925.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 246325.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 247175.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 249425.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 250650.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 251950.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 252750.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 254325.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 257075.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 262300.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 266700.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 269100.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 270225.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 270450.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 272675.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 277450.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 281050.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 283025.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 284400.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 285975.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 289100.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 289375.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 289750.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 290400.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 295075.jpg,Duto,Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 300250.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 300650.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 302225.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 30500.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 306975.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 308825.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 310050.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 310975.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 311075.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 312400.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 314175.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 317775.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 324375.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 326075.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 333600.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 333900.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 334725.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 337400.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 342800.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 343700.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD2940-1--PIDF-1 IA P-56 - MLS-161 01 de 02.wmv FRAME 344425.jpg,Duto,Nao_Evento,-
