video,frame,imagem,rede1,rede2,rede3
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 43936.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 52058.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 54336.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 56823.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 57662.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 60599.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 71329.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 75884.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 79181.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 81219.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 83167.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 87303.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 87572.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_1.VOB FRAME 8841.jpg,Confuso,-,-
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 100849.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 115445.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 115684.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 13696.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 13786.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 14356.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 17083.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 17263.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 17443.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 43906.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 4585.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 4615.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 46723.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 46873.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 47083.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 49211.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 51189.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 56583.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 5754.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 61918.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 63357.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 63656.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 83826.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 86703.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 86853.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 90210.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_2.VOB FRAME 90480.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 102348.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 102827.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 104266.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 109061.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 43816.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 48432.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 51189.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 53167.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 57512.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 59940.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_3.VOB FRAME 61618.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 100430.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 104206.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 107772.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 112837.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_4.VOB FRAME 115714.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 95125.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 95724.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-1--VTS_01_5.VOB FRAME 97043.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 12617.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 19510.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 21279.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 5694.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 61978.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 70669.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_1.VOB FRAME 90270.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 51249.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 75315.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_01_2.VOB FRAME 76424.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 105884.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 107323.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 113377.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 21698.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 26703.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 28112.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 36174.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 38332.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 54486.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 55235.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 58382.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 59790.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 60719.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 66264.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 66563.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 68751.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-2--VTS_02_1.VOB FRAME 90150.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 103966.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 107892.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 110290.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 112118.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 113377.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 114036.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 116583.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 116913.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 119311.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 121738.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 125155.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 69411.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 70100.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 71089.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 72707.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 72737.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-2--VTS_02_2.VOB FRAME 73157.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 18581.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 22118.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 22298.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 27902.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 28501.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 77053.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_1.VOB FRAME 9441.jpg,Duto,Evento,Reparo
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 119191.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_3.VOB FRAME 119700.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 109331.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 111728.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 121708.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 122008.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 123387.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 126953.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 127732.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 131329.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 131718.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 133367.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 136573.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 138312.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 37972.jpg,Duto,Evento,Enterramento
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 65275.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 65814.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 70729.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 71029.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_4.VOB FRAME 74835.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 10340.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 12078.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 17532.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 2038.jpg,Duto,Evento,Anodo
-,-,F0A-DVD3867-3--VTS_01_5.VOB FRAME 6863.jpg,Duto,Evento,Flange
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 19361.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 24486.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 270.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 27722.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 36503.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 38452.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 4436.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 52448.jpg,Duto,Nao_Evento,-
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 61199.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 6474.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 6533.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 6563.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 68811.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 70070.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 70969.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 73337.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 74925.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 79121.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 81638.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 83227.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 8422.jpg,Duto,Evento,Dano
-,-,F0A-DVD3867-3--VTS_02_1.VOB FRAME 9471.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127.MPG FRAME 500.jpg,Duto,Evento,Reparo
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_1.MPG FRAME 8900.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_5.MPG FRAME 3250.jpg,Nada,-,-
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_7.MPG FRAME 7875.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_8.MPG FRAME 1600.jpg,Duto,Evento,Dano
-,-,F0B-OS-1545-1699-2728--05-01-10 OS-1699-2009 PIDF-2 UH P-33 - MRL-127_8.MPG FRAME 2900.jpg,Duto,Evento,Dano
